Clt_No,Po_No,Accumulate,Surveyor,Survey_date,Insured_name,Risk_location,DIV,CTR,CLS,STT,Effective_date,Inception_date,Renew_date,Contract_type,Rkn,Risk_type,Original_SI,VND_SI,Survey date1,Survey date 2,Survey date 3,Survey date 4,Survey date 5,Survey date 6,Survey date 7,Survey date 8,Survey date 9,Fire code,Agent name,Occupation,Business Line,Remark,Month,Year
10071645,20091706,BDBBTBL1B4,,,"LAC GIA FURNITURE MANUFACTURING CO., LTD.","LAC GIA FURNITURE MANUFACTURING, LO 1B4, CN 15 & LO 1B5, CN8&15, Tan Binh, Hung Hoa, Binh Duong",MS,CNY,D,IF,10/05/2021,10/05/2021,09/05/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"53,949,741,154.00","53,949,741,154.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Furniture Manufacturing,  ,,,
10004998,20016038,DNLTLDHORY,VKH,13/04/2022,"HORY VIETNAM CO., LTD","HORY VIETNAM CO., LTD, Plot J1 & J2, Long Duc IP, Long Thanh District, Dong Nai",VC,JPN,C,IF,15/05/2021,15/05/2021,14/05/2022,ARC - PROPERTY ALL RISKS,2,ARB - PROPERTY ALL RISKS,"18,680,779.00","430,778,763,740.00",20190125,,20190125,,,,,,,18.2A,MARSH-BRK-VC,As above,Principally manufacturing and trading of Temporary Resources - 'Scaffolding equipment' and other incidental activities thereto.,,4,2022
10002029,20008377,BDBCMPIP3K,NNH,11/11/2022,"KOYO SANGYO VIETNAM CO.,LTD","KOYO SANGYO VIETNAM CO.,LTD, Lot B 3B10 CN,My Phuoc 3 IP, Ben Cat District, Binh Duong",VC,JPN,E,IF,16/05/2021,15/05/2021,14/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"87,802,689,476.00","87,802,689,476.00",20190416,,20190416,,,20160201,,,20130520,18.1AB,DIRECT HCM,Glue and plastic package manufacture,  ,,11,2022
10007385,20026739,SGBCVLB51,NTT,31/05/2022,"INTERNATIONAL PRESS SOFTCOM VIETNAM CO., LTD","INTERNATIONAL PRESS SOFTCOM VIETNAM CO., LTD., B51/1, Street No. 2E, Vinh Loc IP, Binh Chanh, HCMC",VC,SGP,E,IF,17/05/2021,17/05/2021,16/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"31,228,854,718.00","31,228,854,718.00",20190423,,20190423,,,,,,,18.1AB,DIRECT HCM,"Paper Print & Packaging, Software Packaging",  ,,5,2022
10077640,20092276,HDHDTKSHIN,,,"TORAY INTERNATIONAL TRADING (HONG KONG) CO., LTD.","Shints BVT Co., LTD, Thach Khoi ward, Hai Duong city, Hai Duong",VH,CNY,D,IF,17/05/2021,17/05/2021,16/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"4,000,000.00","92,200,000,000.00",,,,,,,,,,18.1AB,DIRECT HANOI,Manufacturing Apparel,  ,,,
10042652,20069782,BNTDVSFABR,,,FABRI-TECH COMPONENTS (VIETNAM) COMPANY LIMITED,"FABRI-TECH Components (Vietnam) Company Limited, B1&B2, No.5, 21A Str, VSIP Bac Ninh, Tien Du Dist, Bac Ninh",VH,SGP,E,IF,23/05/2021,22/05/2021,21/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"20,803,335,597.00","20,803,335,597.00",,,,,,,,,,18.1AB,DIRECT HANOI,As above,Customised precision fabricator and convertor of all types of resilient materials ,,,
10005175,20016419,HNDTDVNIPP,,,"NIPPON THERMOSTAT VIETNAM CO.,LTD","NIPPON THERMOSTAT VIETNAM CO., LTD, Dong Van 2 IP, Duy Tien District, Ha Nam",VH,JPN,E,IF,30/05/2021,30/05/2021,29/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"112,684,446,039.00","112,684,446,039.00",20190402,,20190402,,,,,,,18.2A,DIRECT HANOI,Motorbikes parts manufacturing,  ,,,
10016233,20041507,BDQNNH2MLV,TDH,19/07/2022,"MARUBENI LUMBER VIETNAM CO., LTD","MARUBENI LUMBER VIETNAM CO., LTD, Lot B1.01 - B1.04, Nhon Hoi IP, Park A, Quy Nhon, Binh Dinh",VC,JPN,E,IF,31/05/2021,31/05/2021,30/05/2022,ARC - PROPERTY ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,104,000.00","71,609,280,000.00",,,,,,,,,,18.1AB,MARSH-BRK-VC,As above,"Funiture and Kid's toy made from Japanese Cypress, wood working materials such as: Poplar LVL plywood; Paulownia Joint Panel; Japanese Cypress Timber; other kind of",,7,2022
10000194,20000479,HYVLTTPNAB,TDH,23/02/2022,"JP CORELEX (VIETNAM) CO., LTD.","JP CORELEX CO., LTD, Road B1, Sec B, Pho Noi A IP, Trung Trac, Van Lam, Hung Yen",VH,JPN,E,PE,02/06/2021,01/06/2021,31/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"52,520,151.00","1,211,902,484,325.00",20171206,,,,20171206,,,,,18.1AB,DIRECT HANOI,As above,"Manufacture and Distribution/ Sales of tissue products, packaging materials and all other related activities ",,2,2022
10003968,20049626,DNNTNT3PNS,NNH,25/08/2022,"SANKYU (VIETNAM) CO., LTD","SANKYU LOGISTICS (VIETNAM) CO., LTD, Lot 9B, Rd 4, Nhon Trach 3 IP, Phase 2, Nhon Trach, Dong Nai",VC,JPN,D,IF,24/03/2021,23/03/2021,31/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"270,801,617,776.00","270,801,617,776.00",,,,,,,,,,17.1B,MARSH-BRK-VC,Warehouse Logistics,"All Activities of the Insured including but not limited to Import & Export Forwarding, General Air, Sea and Land Transportation, Warehouse & Distribution Services, Export",,8,2022
10043097,20070185,BNDTVSIPBN,TDH,21/10/2022,"VOLTRONIC POWER TECHNOLOGY (VIETNAM) CO.,LTD","VOLTRONIC POWER TECHNOLOGY (VIETNAM), Lot B1A/B/C, No.5, Rd 21A, VSIP Bac Ninh, Tien Du, Bac Ninh",MN,TWN,C,IF,01/08/2021,01/06/2021,31/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"74,675,878,807.00","74,675,878,807.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN NORTH,Assembling UPS,  ,,10,2022
10024612,20051078,BDBBBBB3CY,VKH,23/03/2022,"YUE CHANG (VN) WOVEN TAPES ENTERPRISE CO., LTD","YUE CHANG (VN) WOVEN TAPES ENTERPRISE CO., LTD, Lot B 3C-CN, Bau Bang IZ, Bau Bang,, Binh Duong",MS,TWN,D,IF,01/06/2021,01/06/2021,31/05/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"128,411,123,173.00","128,411,123,173.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Manufacture of Woven Tapes,  ,,3,2022
10000249,20003544,HYYMTLIPDR,,,"NAGASE VIETNAM CO., LTD","DRAGON LOGISTICS CO., LTD - BONDED WAREHOUSE, Lot F4-5, Thang Long 2 IP, Yen My District, Hung Yen",VH,JPN,E,IF,27/10/2021,03/06/2021,02/06/2022,ARC - PROPERTY ALL RISKS,3,ARB - PROPERTY ALL RISKS,"9,050,000.00","208,602,500,000.00",20190124,,20190124,,,,,,,17.1B,DIRECT HANOI,"Trading-Plastic Resin, Parts, Paint and Thinner",  ,,,
10005873,20021820,BDDAB24445,,,"YANMAR AGRICULTURAL MACHINERYVIETNAM CO., LTD","Nippon Konpo HCMC - Warehouse, B2-44, 45, 46, 47 Rd 1, Tan Dong Hiep B IZ, Di An, Binh Duong",VC,JPN,D,IF,09/06/2021,08/06/2021,07/06/2022,ISR - INDUSTRIAL ALL RISKS,6,ARB - PROPERTY ALL RISKS,"42,000,000,000.00","42,000,000,000.00",,,,,,,,,,17.2A,DIRECT HCM,Sales and service of agricultural machinery,  ,,,
10003199,20011912,HYYMMHTSKV,CA,,TSK VIETNAM COMPANY LIMITED,"TSK VIETNAM COMPANY LIMITED, Nghia Hiep Commune, Yen My District,, Hung Yen",VH,JPN,E,IF,28/06/2021,11/06/2021,10/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"21,345,881,646.00","21,345,881,646.00",20160406,,,,,20160406,,,,18.1AB,DIRECT HANOI,Manufacturing plastic & carton packing,  ,"Low SI, as per new guideline",,
10007145,20026440,QNDBDNHANA,NTT,05/04/2022,"HANACANS JSC.,","Hanacans Jsc - New factory, Lot 15, Dien Nam Dien Ngoc IP, Dien Ban, Quang Nam",VH,JPN,C,IF,31/07/2021,13/06/2021,12/06/2022,ISR - INDUSTRIAL ALL RISKS,5,ARB - PROPERTY ALL RISKS,"1,135,069,252,376.00","1,135,069,252,376.00",,,,,,,,,,18.2A,DIRECT HANOI,As Described above,Sales and Manufacturing of Aluminum cans for Drink  ,,4,2022
10018299,20043164,HYVLPNE206,CA,,"SHINMEI VIETNAM CO.,LTD","TENTAC (HA NOI) CO.,LTD, Road 206, Section( Lot) E, Pho Noi A IP, Van Lam, Hung Yen",VH,JPN,E,IF,13/06/2021,13/06/2021,12/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"19,276,431,464.00","19,276,431,464.00",,,,,,,,,,18.1AB,DIRECT HANOI,Manufacturing of aluminum box,  ,"Low SI, as per new guideline; going to move to another location",,
10000949,20016447,DNBHLBFUJI,CA,,"FUJI CARBON (VIETNAM) CO., LTD","Fuji Carbon (Vietnam) Co., Ltd, Lot 232, Amata IP, Long Binh, Bien Hoa, Dong Nai",VC,JPN,E,IF,15/06/2021,15/06/2021,14/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"143,402,515,659.00","143,402,515,659.00",20180418,,,20180418,,,20150608,,,18.2A,DIRECT HCM,Carbon Brushes Manufacturer,  ,"Last survey 2021, postpone to 2023",,
10000231,20000597,THTHLMIP67,NTT,13/04/2022,"SAKURAI VIETNAM CO., LTD.","SAKURAI VIETNAM CO. LTD-Factories 4, 5, 6, 7, 8, 9, Plot F2, Zone F, Le Mon IP, Thanh Hoa, Thanh Hoa",VH,JPN,D,IF,15/06/2021,15/06/2021,14/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"136,248,227.00","3,139,159,150,080.00",20180405,,,20180405,,,,20141113,,18.1AB,DIRECT HANOI,Producing Inner wear,  ,,4,2022
10004399,20016555,BDBCMP3L1E,NNH,18/08/2022,NANSHIN SEIKI (VIETNAM) COMPANY LIMITED,"NANSHIN SEIKI (VIETNAM) COMPANY LIMITED, Lot B-1E-CN, My Phuoc 3 IZ, Ben Cat District, Binh Duong",VC,JPN,E,IF,18/06/2021,18/06/2021,17/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,891,591.00","89,701,172,550.00",,,,,,,,,,18.1AB,TOYOTA TSUSHO-BRK-VC,As mentioned above,"Manufacturing of electronic components, metal mold  ",,8,2022
10003178,20012153,BHLBAM13FU,NNH,29/06/2022,"FUKUVI VIETNAM CO., LTD.","FUKUVI VIETNAM CO., LTD, Plot 510, Road 13, Amata IP, Long Binh, Bien Hoa, Dong Nai",VC,JPN,E,IF,25/06/2021,24/06/2021,23/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"7,516,197.00","173,436,245,775.00",20190621,,20190621,,,20160516,,,,18.1AB,DIRECT HCM,Manufacturer of Plastic Panel,  ,,6,2022
10000300,20003776,DNBHMITSUB,VKH,19/04/2022,"MITSUBA VIETNAM CO., LTD","MITSUBA M-TECH VIETNAM CO., LTD., D5-1, Long Binh Techno Park (LOTECO) EPZ, Bien Hoa, Dong Nai",VC,JPN,C,IF,26/06/2021,26/06/2021,25/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"2,045,648,353,980.00","2,045,648,353,980.00",,,,,,,,,,18.1AB,DIRECT HCM,As mentioned above,"Starting Motor, Generator for Motorbike Manufacturing  ",,4,2022
10025629,20051804,LADHHSIZCA,VKH,04/04/2022,"CHEER ASCENT (VIET NAM) HOME TEXTILES PRODUCTS CO., LTD","CHEER ASCENT (VIETNAM) HOME TEXTILES PRODUCTS, Lo B3A-5, Road No1, Hai Son IZ, Duc Hoa, Long An",MS,CNY,D,IF,01/07/2021,01/07/2021,30/06/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"22,523,192,993.00","22,523,192,993.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Mattress,  ,,4,2022
10013994,20034810,BDBBLUBB3B,,,"CHEN HO (VIET NAM) TEXTILE THREAD CO., LTD.","CHEN HO VIET NAM TEXTILE THREAD CO.,LTD, B-3B-CN,Bau Bang IP,Lai Uyen,Bau Bang, Binh Duong",MS,TWN,E,IF,01/07/2021,01/07/2021,30/06/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"20,985,000,000.00","20,985,000,000.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Textiles Thread for Shoes,  ,,,
10000224,20003059,HPADNHIZJ2,NTT,31/03/2022,"CITIZEN MACHINERY VIETNAM CO.,LTD","CITIZEN MACHINERY VIETNAM CO., LTD, LP J2, J3 Nomura Hai Phong IZ, An Duong, Hai Phong",VH,JPN,C,IF,01/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"21,405,843.00","493,404,747,804.00",20200103,20200103,,,20170228,,,,,18.2A,DIRECT HANOI,Manufacturing metal mold,  ,,3,2022
10012775,20034820,HDCGLDIZ13,TDH,09/08/2022,"FUJIKURA KASEI VIETNAM CO., LTD","FUJIKURA KASEI VIETNAM CO., LTD, 13.1, road 10 Cam Dien - Luong Dien IZ, Cam Giang, Hai Duong",VH,JPN,E,IF,10/09/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"65,611,345,327.00","65,611,345,327.00",,,,,,,,,,18.1AB,DIRECT HANOI,As above mentioned,  ,,8,2022
10002916,20013092,HNSSQTNB74,NTT,18/05/2022,"MITSUI KINZOKU CATALYSTS VIETNAM CO., LTD","Mitsui Kinzoku Catalysts Vietnam Co., Ltd, Plot 74 - Noi Bai IZ, Quang Tien, Soc Son, Ha Noi",VH,JPN,D,IF,02/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"503,311,388,498.00","503,311,388,498.00",20180809,,,20180809,,,20151208,,,18.2A,DIRECT HANOI,Manufacturing Exhaust filters,  ,,5,2022
10000035,20002820,HNDATLPNVN,INT,22/09/2022,"PANASONIC INDUSTRIAL DEVICES VIETNAM CO.,LTD","Panasonic Vietnam Co., Ltd, Lot J1-J2 Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,IF,03/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"39,288,610.00","905,995,139,580.00",20160907,,,,,20160907,,,,18.1AB,PANASONIC INS-AGT-VH,As described above,"Producing cable turner, mobile phone speaker, others electronic devices ",,9,2022
10000010,20000721,DNBHAMTIZ,NNH,24/06/2022,"QUADRILLE VIETNAM CO., LTD.","QUADRILLE VIETNAM CO., LTD., No.118, Amata IZ, Bien Hoa City, Dong Nai",VC,JPN,D,IF,01/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"115,826,529,199.00","115,826,529,199.00",20150514,,,,,,20150514,,,18.1AB,DIRECT HCM,Garment,  ,,6,2022
10043646,20070783,HNDTDVFJST,,,"TSUJITOMI VIETNAM CO.,LTD","FUJI STAR ROOF CO., LTD, CN04+08, Dong Van 3 IZ, Tien Noi, Duy Tien, Ha Nam",VH,JPN,D,IF,01/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"21,665,417,500.00","21,665,417,500.00",,,,,,,,,,18.1AB,DIRECT HANOI,Manufacturing of non-woven fabric,  ,,,
10001565,20012529,BDDAYAZAKI,,,"YAZAKI EDS VIETNAM CO., LTD.","YAZAKI EDS VIETNAM (YEV.)- Location 1, Di An Commune, Di An District, Binh Duong",VC,JPN,C,IF,05/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"47,214,833.00","1,090,662,642,300.00",,,,,,,,,,18.2A,DIRECT HCM,As described above,Manufacturing Automobile Wiring Harness and/or components and others ,,,
10001551,20012396,HPADYAZAKI,,,"YAZAKI HAIPHONG VIETNAM CO., LTD","YAZAKI HAIPHONG VIETNAM (YHV.), Lot L, Nomura Hai Phong IZ, An Duong, Hai Phong",VH,JPN,C,IF,01/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"65,036,685.00","1,502,347,423,500.00",,,,,,,,,,18.2A,DIRECT HANOI,As mentioned above,Manufacturing Automobile Wiring Harness and/or components and others ,,,
10000284,20000885,HNSSZAMIL,NTT,09/05/2022,"ZAMIL STEEL BUILDINGS VIETNAMCO., LTD","ZAMIL STEEL BUILDINGS VIETNAM CO., LTD, Noi Bai Road 1, Noi Bai IZ, Quang Tien, Soc Son, Ha Noi",VH,JPN,B,IF,01/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"46,103,086.00","1,063,137,163,160.00",20200730,20200730,,,20170301,,,,,18.2A,DIRECT HANOI,Manufacture & Erect Pre-engineered steel bldgs,Manufacture & Erect Pre-engineered steel buildings  ,,5,2022
10093190,20094280,HNKBDVZDL,,,ZDL (VIET NAM) COMPANY LIMITED,"ZDL (Vietnam) Company Limited, Dong Van IV IP, Dai CUong, Kim Bang Dist, Ha Nam",VH,CNY,C,IF,02/07/2021,01/07/2021,30/06/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"5,190,214.00","119,167,313,440.00",,,,,,,,,,18.2A,DIRECT HANOI,As below,Processing and assembling audio and electronic equipment  ,,,
10025752,20051882,SGBTTTIZTH,,,CONG TY TNHH TY THAC-CHI NHANHTAI TP. HO CHI MINH,"TY THAC CO., LTD - HCM BRANCH, 9A, Lot 9, Road C, Tan Tao IZ, Binh Tan, HCMC",MS,TWN,E,IF,03/07/2021,03/07/2021,02/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"19,221,942,051.00","19,221,942,051.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Design center for sport shoes,Design center for sport shoes  ,,,
10022833,20049427,VLBMBMIZTB,,,"TY BACH CO., LTD","TY BACH CO., LTD, Lot D, Binh Minh IZ, My Hoa Village, Binh Minh, Vinh Long",MS,TWN,E,IF,06/07/2021,06/07/2021,05/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"768,386,743,784.00","768,386,743,784.00",,,,,,,,,,18.1CB,DIRECT-TAIWAN SOUTH ,Sport shoes,  ,,,
10008683,20095259,HNTTHBPNAM,,,CONG TY TNHH NGOI NHA DIEN TU,"Nam Khai Warehouse, Ha Binh Phuong IZ, Province Rd 427, Thuong Tin, Ha Noi",BB,VNM,D,IF,10/07/2021,09/07/2021,08/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"48,000,000,000.00","48,000,000,000.00",,,,,,,,,,17.1B,SCB-AGENT-BANCA SOUTH        ,Electronics,  ,,,
10044573,20071754,BDBB6C1SWR,,,SWR COMPANY LIMITED,"SWR COMPANY LIMITED, Lot A_6C1_CN, Bau Bang IZ, Lai Uyen, Bau Bang, Binh Duong",MS,TWN,D,IF,09/07/2021,09/07/2021,08/07/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"32,200,000,000.00","32,200,000,000.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,As Described above,Manufacturer of rubber conveyor belt  ,,,
10017707,20052168,DNBHLBNANC,,,CONG TY CO PHAN THIET BI DIENPHUOC THANH,"Cong ty TNHH MTV Nanoco, Lot 243, Road 12, Amata IZ, Long Binh, Bien Hoa, Dong Nai",VC,VNM,C,IF,19/10/2021,12/07/2021,11/07/2022,ISR - INDUSTRIAL ALL RISKS,6,ARB - PROPERTY ALL RISKS,"59,714,292,294.00","59,714,292,294.00",,,,,,,,,,17.2A,DIRECT HCM,Manufacture and trading of electrical products,  ,,,
10017706,20052175,NAHNVSNANV,,,CONG TY TNHH MTV NANOCO VINH,"Cong ty TNHH MTV Nanoco Vinh, No 8, Road 3, VSIP, Hung Tay, Hung Nguyen, Nghe An",VC,VNM,C,IF,12/07/2021,12/07/2021,11/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"56,230,052,122.00","56,230,052,122.00",,,,,,,,,,17.2A,DIRECT HCM,Manufacture and trading electrical products,  ,,,
10004198,20016904,DNLTLDD2B1,CA,,"JAPAN PAPER TECHNOLOGY DONG NAI (VN) CO., LTD.","JAPAN PAPER TECHNOLOGY DONG NAI (VN) CO., LTD, Lot B1, Road D2, Long Duc IP, Long Thanh, Dong Nai",VC,JPN,E,IF,16/07/2021,16/07/2021,15/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"124,352,131,037.00","124,352,131,037.00",20200715,20200715,,,,,,,,18.1AB,DIRECT HCM,Paper Bags Manufacturer,  ,"Last survey 2020, postpone to 2023",,
10022553,20095254,BNTSVSIP6,NTT,26/04/2022,SG SAGAWA VIETNAM-BAC NINH BRANCH,"SAGAWA EXPRESS VIETNAM - HANOI BRANCH, Tu Son Warehouse - No.1, Road VSIP 6, VSIP, Tu Son, Bac Ninh",VH,JPN,D,IF,16/07/2021,16/07/2021,15/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"59,489,905,396.00","59,489,905,396.00",,,,,,,,,,17.1B,DIRECT HANOI,Transportation and Warehousing,  ,,4,2022
10002198,20008923,BNBNNSTOPL,TDH,30/05/2022,"TOPLA VIETNAM CO.,LTD","TOPLA VIETNAM CO.,LTD, Lot J4, Que Vo IZ, Nam Son, Bac Ninh, Bac Ninh",VH,JPN,E,IF,16/07/2021,16/07/2021,15/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"221,024,633,663.00","221,024,633,663.00",20171020,,,,20171020,,20150602,,,18.1AB,DIRECT HANOI,Production of Plastic Sheet,Production of Plastic Sheet  ,,5,2022
10000990,20017075,BDTADAN3YA,NNH,10/06/2022,YAMAKEN APPAREL VIETNAM LTD,"YAMAKEN APPAREL VIETNAM LTD, No. 3, Dong An IP, Thuan An District, Binh Duong",VC,JPN,D,IF,18/07/2021,18/07/2021,17/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"2,096,641.00","48,222,743,000.00",20180427,,,20180427,,,20150528,,,18.1AB,DIRECT HCM,Garment Manufacturing,Garment Manufacturing  ,,6,2022
10000045,20001021,BDTAVSIPSH,VKH,25/05/2022,"SHOWA GLOVES VIETNAM CO., LTD","SHOWA GLOVES VIETNAM CO., LTD, So 23 Dai Lo Tu do, VSIP, Thuan An, Binh Duong",VC,JPN,E,IF,24/07/2021,19/07/2021,18/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"90,637,327.00","2,090,549,947,255.00",20200708,20200708,,20180404,,20160615,,,20130626,18.1AB,DIRECT HCM,Gloves Manufacturer,  ,,5,2022
10000999,20003915,HPDKHTSUNM,NTT,28/06/2022,SUN MAX VIETNAM COMPANY LIMITED,"Sun Max Vietnam Company Limited, Km 8, Pham Van Dong St, Hai Thanh, Duong Kinh Dist, Hai Phong",MN,TWN,E,IF,27/07/2021,26/07/2021,25/07/2022,FII - FIRE AND NAMED PERILS,1,FII - FIRE INDUSTRIAL,"253,811,970,000.00","253,811,970,000.00",20200611,20200611,,20180629,,20160609,20150601,,,18.1AB,DIRECT-TAIWAN NORTH,Manufacturing medical gloves,Manufacturing medical gloves  ,,6,2022
10005398,20016915,BDTABCBPAC,VKH,22/04/2022,"CERUBO CO., LTD.","CERUBO CO., LTD, Binh Phuoc A Hamlet, Binh Chuan Village, Thuan An, Binh Duong",VC,JPN,E,IF,28/07/2021,27/07/2021,26/07/2022,ARC - PROPERTY ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,600,000.00","82,800,000,000.00",20170515,,,,20170515,,20150424,,,18.1BB,MARSH-BRK-VC,As above,Furniture Manufacturing and all other related activities.  ,,4,2022
10000200,20004002,HNDATLHNST,NTT,17/05/2022,"HANOI STEEL CENTER CO., LTD.","HANOI STEEL CENTER CO., LTD., Plot M5B,Thang Long IP, Dong Anh, Ha Noi",VH,JPN,B,IF,30/07/2021,30/07/2021,29/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"43,485,278.00","1,001,031,099,560.00",20180626,,,20180626,,,,,20131118,18.2A,DIRECT HANOI,As described above,"Manufacturing, processing metal & ferrous metal under the form of sheet, roll & accurate metal accessories ",,5,2022
10001560,20006345,HDCGPDNISS,TDH,20/09/2022,NISSEI TECHNOLOGY (VIETNAM) LTD.,"NISSEI TECHNOLOGY(VIETNAM)LTD- Location 1, Phuc Dien IZ, Cam Giang, Hai Duong",VH,JPN,E,IF,01/08/2021,30/07/2021,29/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,049,384,331,129.00","1,049,384,331,129.00",20200618,20200618,,,20170615,,,20140916,,18.1AB,DIRECT HANOI,Producing parts for camera,  ,,9,2022
10008100,20022759,HNDTHMN2BC,TDH,17/06/2022,VIETNAM BYRON HOLDINGS LIMITED,"VIETNAM BYRON HOLDINGS LIMITED, N2 Str., Block C, Hoa Mac IZ, Duy Tien, Ha Nam",VH,JPN,E,IF,31/07/2021,31/07/2021,30/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"175,143,517,351.00","175,143,517,351.00",20190517,,20190517,,,20160607,,,,18.1AB,DIRECT HANOI,Textile products manufacturing and sales,  ,,6,2022
10007997,20022651,BNTSVSR6P2,,,ALPS ALPINE VIETNAM COMPANY LIMITED,"Mapletree Bonded warehouse - Phase 3, No. 3, Road 6,  VSIP Bac Ninh, Phu Chan, Tu Son, Bac Ninh",VH,JPN,D,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"94,095,000,000.00","94,095,000,000.00",,,,,,,,,,17.2A,DIRECT HANOI,Warehouse,  ,,,
10000338,20016795,DNBHAIPARA,NNH,21/07/2022,"ARAI VIETNAM CO., LTD.","ARAI VIETNAM CO., LTD., 101/1-3 Amata IP, Long Binh Ward, Bien Hoa City,, Dong Nai",VC,JPN,E,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,013,830.00","23,383,988,950.00",20180523,,,20180523,,,20150527,,,18.1AB,DIRECT HCM,Pillow Manufacturing,Pillow Manufacturing  ,,7,2022
